ERNM8,3,768.1000 ,48.97500 ,-110.4219,HADS      ,           ,MILK RIVER AT EASTERN CROSSING O MT US        USBR,
ESXM8,3,1173.500 ,48.27944 ,-113.6131,HADS      ,           ,ISAAK WALTON INN AT ESSEX        MT US         NWS,
FBNM8,3,796.4000 ,47.81694 ,-110.6661,HADS      ,           ,MISSOURI RIVER AT FORT BENTON    MT US        USGS,
FLNM8,3,1475.800 ,46.46389 ,-113.2389,HADS      ,           ,FLINT CREEK AT MAXVILLE          MT US        USGS,
FRYM8,3,838.6770 ,46.26667 ,-106.6914,HADS      ,           ,YELLOWSTONE RIVER AT FORSYTH     MT US        USGS,
GDMM8,3,1403.300 ,47.60111 ,-112.7547,HADS      ,           ,GIBSON DAM WEATHER STATION NEAR  MT US        USBR,
GLGM8,3,1907.217 ,45.49722 ,-111.2708,HADS      ,           ,GALLATIN RIVER NEAR GALLATIN GAT MT US        USGS,
GTOM8,3,1292.400 ,48.95667 ,-113.8903,HADS      ,           ,GOAT HAUNT MOUNTAIN NEAR BABB 21 MT US            ,
HGHM8,3,1283.366 ,48.34250 ,-114.0189,HADS      ,           ,HUNGRY HORSE WEATHER STATION NEA MT US        USBR,
HLWM8,3,1268.000 ,46.42889 ,-109.8411,HADS      ,           ,MUSSELSHELL RIVER AT HARLOWTON   MT US        USGS,
HMTM8,3,1295.100 ,46.06111 ,-114.2333,HADS      ,           ,COMO DAM AND RESERVOIR NEAR HAMI MT US        USBR,
HTDM8,3,917.8000 ,45.90417 ,-108.3169,HADS      ,           ,HUNTLEY DIVERSION DAM NEAR HUNTL MT US        USBR,
HWSM8,3,718.1000 ,48.54333 ,-108.8347,HADS      ,           ,HARLEM AGRIMET                   MT US        USBR,
JDRM8,3,759.0000 ,47.66833 ,-109.6525,HADS      ,           ,JUDITH RIVER NEAR MOUTH NEAR WIN MT US        USGS,
LBFM8,3,1327.700 ,46.51944 ,-112.7931,HADS      ,           ,LITTLE BLACKFOOT RIVER NEAR GARR MT US        USGS,
LFRM8,3,1172.900 ,48.26667 ,-112.2000,HADS      ,           ,LAKE FRANCES RESERVOIR NEAR VALI MT US        USBR,
LIVM8,3,1456.514 ,45.59722 ,-110.5664,HADS      ,           ,YELLOWSTONE RIVER NEAR LIVINGSTO MT US        USGS,
LOCM8,3,726.9000 ,46.43000 ,-105.3094,HADS      ,           ,POWDER RIVER AT LOCATE NEAR MILE MT US  USARMY-COE,
LOGM8,3,1245.400 ,45.88528 ,-111.4375,HADS      ,           ,GALLATIN RIVER NEAR LOGAN 1W     MT US  USARMY-COE,
